title,func,topic,url,package
ORQ normalization (orderNorm) for recipes implementation,step_orderNorm,<a href='https://petersonr.github.io/bestNormalize/reference/step_orderNorm.html' target='_blank'><tt>step_orderNorm</tt></a>,https://petersonr.github.io/bestNormalize/reference/step_orderNorm.html,bestNormalize
Orthogonal polynomial basis functions,step_poly,<a href='https://recipes.tidymodels.org/reference/step_poly.html' target='_blank'><tt>step_poly</tt></a>,https://recipes.tidymodels.org/reference/step_poly.html,recipes
Pad: Add rows to fill gaps and go from low to high frequency,step_ts_pad,<a href='https://business-science.github.io/timetk/reference/step_ts_pad.html' target='_blank'><tt>step_ts_pad</tt></a>,https://business-science.github.io/timetk/reference/step_ts_pad.html,timetk
Part of Speech Filtering of Token Variables,step_pos_filter,<a href='https://textrecipes.tidymodels.org/reference/step_pos_filter.html' target='_blank'><tt>step_pos_filter</tt></a>,https://textrecipes.tidymodels.org/reference/step_pos_filter.html,textrecipes
Partial least squares feature extraction,step_pls,<a href='https://recipes.tidymodels.org/reference/step_pls.html' target='_blank'><tt>step_pls</tt></a>,https://recipes.tidymodels.org/reference/step_pls.html,recipes
PCA signal extraction,step_pca,<a href='https://recipes.tidymodels.org/reference/step_pca.html' target='_blank'><tt>step_pca</tt></a>,https://recipes.tidymodels.org/reference/step_pca.html,recipes
Percentile transformation,step_percentile,<a href='https://recipes.tidymodels.org/reference/step_percentile.html' target='_blank'><tt>step_percentile</tt></a>,https://recipes.tidymodels.org/reference/step_percentile.html,recipes
Perform binary encoding of factor variables,step_encoding_binary,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_encoding_binary.html' target='_blank'><tt>step_encoding_binary</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_encoding_binary.html,extrasteps
Perform frequency encoding,step_encoding_frequency,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_encoding_frequency.html' target='_blank'><tt>step_encoding_frequency</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_encoding_frequency.html,extrasteps
Perform Max Abs Scaling,step_maxabs,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_maxabs.html' target='_blank'><tt>step_maxabs</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_maxabs.html,extrasteps
Perform Min Max Scaling,step_minmax,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_minmax.html' target='_blank'><tt>step_minmax</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_minmax.html,extrasteps
Perform Robust Scaling,step_robust,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_robust.html' target='_blank'><tt>step_robust</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_robust.html,extrasteps
Perform Unit Normalization,step_unit_normalize,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_unit_normalize.html' target='_blank'><tt>step_unit_normalize</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_unit_normalize.html,extrasteps
Persistence Block Vectorization of Persistent Homology,step_vpd_persistence_block,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_persistence_block</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistence Image Vectorization of Persistent Homology,step_vpd_persistence_image,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_persistence_image</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistence Landscape Vectorization of Persistent Homology,step_vpd_persistence_landscape,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_persistence_landscape</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistence Silhouette Vectorization of Persistent Homology,step_vpd_persistence_silhouette,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_persistence_silhouette</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistent Entropy Summary Vectorization of Persistent Homology,step_vpd_persistent_entropy_summary,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_persistent_entropy_summary</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistent homology of point clouds,step_pd_point_cloud,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_pd_point_cloud</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Persistent homology of raster data (images),step_pd_raster,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_pd_raster</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Polynomial kernel PCA signal extraction,step_kpca_poly,<a href='https://recipes.tidymodels.org/reference/step_kpca_poly.html' target='_blank'><tt>step_kpca_poly</tt></a>,https://recipes.tidymodels.org/reference/step_kpca_poly.html,recipes
Positional One-Hot encoding of Tokens,step_sequence_onehot,<a href='https://textrecipes.tidymodels.org/reference/step_sequence_onehot.html' target='_blank'><tt>step_sequence_onehot</tt></a>,https://textrecipes.tidymodels.org/reference/step_sequence_onehot.html,textrecipes
Pretrained Word Embeddings of Tokens,step_word_embeddings,<a href='https://textrecipes.tidymodels.org/reference/step_word_embeddings.html' target='_blank'><tt>step_word_embeddings</tt></a>,https://textrecipes.tidymodels.org/reference/step_word_embeddings.html,textrecipes
Radial basis function kernel PCA signal extraction,step_kpca_rbf,<a href='https://recipes.tidymodels.org/reference/step_kpca_rbf.html' target='_blank'><tt>step_kpca_rbf</tt></a>,https://recipes.tidymodels.org/reference/step_kpca_rbf.html,recipes
Ratio variable creation,step_ratio,<a href='https://recipes.tidymodels.org/reference/step_ratio.html' target='_blank'><tt>step_ratio</tt></a>,https://recipes.tidymodels.org/reference/step_ratio.html,recipes
Recipes Data Scale by Z-Score,step_hai_scale_zscore,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_scale_zscore.html' target='_blank'><tt>step_hai_scale_zscore</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_scale_zscore.html,healthyR.ai
Recipes Data Scale to Zero and One,step_hai_scale_zero_one,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_scale_zero_one.html' target='_blank'><tt>step_hai_scale_zero_one</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_scale_zero_one.html,healthyR.ai
Recipes Step Fourier Discrete Generator,step_hai_fourier_discrete,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_fourier_discrete.html' target='_blank'><tt>step_hai_fourier_discrete</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_fourier_discrete.html,healthyR.ai
Recipes Step Fourier Generator,step_hai_fourier,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_fourier.html' target='_blank'><tt>step_hai_fourier</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_fourier.html,healthyR.ai
Recipes Step Hyperbolic Generator,step_hai_hyperbolic,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_hyperbolic.html' target='_blank'><tt>step_hai_hyperbolic</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_hyperbolic.html,healthyR.ai
Recipes Step Winsorized Move Generator,step_hai_winsorized_move,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_winsorized_move.html' target='_blank'><tt>step_hai_winsorized_move</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_winsorized_move.html,healthyR.ai
Recipes Step Winsorized Truncate Generator,step_hai_winsorized_truncate,<a href='https://www.spsanderson.com/healthyR.ai/reference/step_hai_winsorized_truncate.html' target='_blank'><tt>step_hai_winsorized_truncate</tt></a>,https://www.spsanderson.com/healthyR.ai/reference/step_hai_winsorized_truncate.html,healthyR.ai
Recipes Time Series Acceleration Generator,step_ts_acceleration,<a href='https://www.spsanderson.com/healthyR.ts/reference/step_ts_acceleration.html' target='_blank'><tt>step_ts_acceleration</tt></a>,https://www.spsanderson.com/healthyR.ts/reference/step_ts_acceleration.html,healthyR.ts
Recipes Time Series velocity Generator,step_ts_velocity,<a href='https://www.spsanderson.com/healthyR.ts/reference/step_ts_velocity.html' target='_blank'><tt>step_ts_velocity</tt></a>,https://www.spsanderson.com/healthyR.ts/reference/step_ts_velocity.html,healthyR.ts
Relevel factors to a desired level,step_relevel,<a href='https://recipes.tidymodels.org/reference/step_relevel.html' target='_blank'><tt>step_relevel</tt></a>,https://recipes.tidymodels.org/reference/step_relevel.html,recipes
Remove hard to classify points,step_instance_hardness,<a href='https://themis.tidymodels.org/reference/step_instance_hardness.html' target='_blank'><tt>step_instance_hardness</tt></a>,https://themis.tidymodels.org/reference/step_instance_hardness.html,themis
Remove observations with missing values,step_naomit,<a href='https://recipes.tidymodels.org/reference/step_naomit.html' target='_blank'><tt>step_naomit</tt></a>,https://recipes.tidymodels.org/reference/step_naomit.html,recipes
Remove Points Near Other Classes,step_nearmiss,<a href='https://themis.tidymodels.org/reference/step_nearmiss.html' target='_blank'><tt>step_nearmiss</tt></a>,https://themis.tidymodels.org/reference/step_nearmiss.html,themis
Remove Tomek's Links,step_tomek,<a href='https://themis.tidymodels.org/reference/step_tomek.html' target='_blank'><tt>step_tomek</tt></a>,https://themis.tidymodels.org/reference/step_tomek.html,themis
Rename multiple columns using dplyr,step_rename_at,<a href='https://recipes.tidymodels.org/reference/step_rename_at.html' target='_blank'><tt>step_rename_at</tt></a>,https://recipes.tidymodels.org/reference/step_rename_at.html,recipes
Rename variables by name using dplyr,step_rename,<a href='https://recipes.tidymodels.org/reference/step_rename.html' target='_blank'><tt>step_rename</tt></a>,https://recipes.tidymodels.org/reference/step_rename.html,recipes
Run bestNormalize transformation for recipes implementation,step_best_normalize,<a href='https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html' target='_blank'><tt>step_best_normalize</tt></a>,https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html,bestNormalize
Run bestNormalize transformation for recipes implementation,step_bestNormalize,<a href='https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html' target='_blank'><tt>step_bestNormalize</tt></a>,https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html,bestNormalize
Run bestNormalize transformation for recipes implementation,step_bestNormalize_new,<a href='https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html' target='_blank'><tt>step_bestNormalize_new</tt></a>,https://petersonr.github.io/bestNormalize/reference/step_best_normalize.html,bestNormalize
Sample rows using dplyr,step_sample,<a href='https://recipes.tidymodels.org/reference/step_sample.html' target='_blank'><tt>step_sample</tt></a>,https://recipes.tidymodels.org/reference/step_sample.html,recipes
Scaling numeric data,step_scale,<a href='https://recipes.tidymodels.org/reference/step_scale.html' target='_blank'><tt>step_scale</tt></a>,https://recipes.tidymodels.org/reference/step_scale.html,recipes
Scaling numeric data to a specific range,step_range,<a href='https://recipes.tidymodels.org/reference/step_range.html' target='_blank'><tt>step_range</tt></a>,https://recipes.tidymodels.org/reference/step_range.html,recipes
Select variables using dplyr,step_select,<a href='https://recipes.tidymodels.org/reference/step_select.html' target='_blank'><tt>step_select</tt></a>,https://recipes.tidymodels.org/reference/step_select.html,recipes
Sentencepiece Tokenization of Character Variables,step_tokenize_sentencepiece,<a href='https://textrecipes.tidymodels.org/reference/step_tokenize_sentencepiece.html' target='_blank'><tt>step_tokenize_sentencepiece</tt></a>,https://textrecipes.tidymodels.org/reference/step_tokenize_sentencepiece.html,textrecipes
Separate persistent pairs by homological degree,step_pd_degree,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_pd_degree</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Shuffle variables,step_shuffle,<a href='https://recipes.tidymodels.org/reference/step_shuffle.html' target='_blank'><tt>step_shuffle</tt></a>,https://recipes.tidymodels.org/reference/step_shuffle.html,recipes
Simple value assignments for novel factor levels,step_novel,<a href='https://recipes.tidymodels.org/reference/step_novel.html' target='_blank'><tt>step_novel</tt></a>,https://recipes.tidymodels.org/reference/step_novel.html,recipes
Slidify Rolling Window Transformation,step_slidify,<a href='https://business-science.github.io/timetk/reference/step_slidify.html' target='_blank'><tt>step_slidify</tt></a>,https://business-science.github.io/timetk/reference/step_slidify.html,timetk
Slidify Rolling Window Transformation (Augmented Version),step_slidify_augment,<a href='https://business-science.github.io/timetk/reference/step_slidify_augment.html' target='_blank'><tt>step_slidify_augment</tt></a>,https://business-science.github.io/timetk/reference/step_slidify_augment.html,timetk
Smoothing Transformation using Loess,step_smooth,<a href='https://business-science.github.io/timetk/reference/step_smooth.html' target='_blank'><tt>step_smooth</tt></a>,https://business-science.github.io/timetk/reference/step_smooth.html,timetk
Sort rows using dplyr,step_arrange,<a href='https://recipes.tidymodels.org/reference/step_arrange.html' target='_blank'><tt>step_arrange</tt></a>,https://recipes.tidymodels.org/reference/step_arrange.html,recipes
Sparse Bayesian PCA Signal Extraction,step_pca_sparse_bayes,<a href='https://embed.tidymodels.org/reference/step_pca_sparse_bayes.html' target='_blank'><tt>step_pca_sparse_bayes</tt></a>,https://embed.tidymodels.org/reference/step_pca_sparse_bayes.html,embed
Sparse PCA Signal Extraction,step_pca_sparse,<a href='https://embed.tidymodels.org/reference/step_pca_sparse.html' target='_blank'><tt>step_pca_sparse</tt></a>,https://embed.tidymodels.org/reference/step_pca_sparse.html,embed
Sparse Principal Components Analysis Variable Reduction,step_spca,<a href='https://brian-j-smith.github.io/MachineShop' target='_blank'><tt>step_spca</tt></a>,https://brian-j-smith.github.io/MachineShop,MachineShop
Spatial sign preprocessing,step_spatialsign,<a href='https://recipes.tidymodels.org/reference/step_spatialsign.html' target='_blank'><tt>step_spatialsign</tt></a>,https://recipes.tidymodels.org/reference/step_spatialsign.html,recipes
Square root transformation,step_sqrt,<a href='https://recipes.tidymodels.org/reference/step_sqrt.html' target='_blank'><tt>step_sqrt</tt></a>,https://recipes.tidymodels.org/reference/step_sqrt.html,recipes
Stemming of Token Variables,step_stem,<a href='https://textrecipes.tidymodels.org/reference/step_stem.html' target='_blank'><tt>step_stem</tt></a>,https://textrecipes.tidymodels.org/reference/step_stem.html,textrecipes
Supervised and unsupervised uniform manifold approximation and projection (UMAP),step_umap,<a href='https://embed.tidymodels.org/reference/step_umap.html' target='_blank'><tt>step_umap</tt></a>,https://embed.tidymodels.org/reference/step_umap.html,embed
Supervised Collapsing of Factor Levels,step_collapse_cart,<a href='https://embed.tidymodels.org/reference/step_collapse_cart.html' target='_blank'><tt>step_collapse_cart</tt></a>,https://embed.tidymodels.org/reference/step_collapse_cart.html,embed
Supervised Factor Conversions into Linear Functions using Bayesian Likelihood Encodings,step_lencode_bayes,<a href='https://embed.tidymodels.org/reference/step_lencode_bayes.html' target='_blank'><tt>step_lencode_bayes</tt></a>,https://embed.tidymodels.org/reference/step_lencode_bayes.html,embed
Supervised Factor Conversions into Linear Functions using Bayesian Likelihood Encodings,step_lencode_mixed,<a href='https://embed.tidymodels.org/reference/step_lencode_mixed.html' target='_blank'><tt>step_lencode_mixed</tt></a>,https://embed.tidymodels.org/reference/step_lencode_mixed.html,embed
Supervised Factor Conversions into Linear Functions using Likelihood Encodings,step_lencode_glm,<a href='https://embed.tidymodels.org/reference/step_lencode_glm.html' target='_blank'><tt>step_lencode_glm</tt></a>,https://embed.tidymodels.org/reference/step_lencode_glm.html,embed
Supervised Feature Selection via A Single Filter,step_predictor_retain,<a href='https://important.tidymodels.org/reference/step_predictor_retain.html' target='_blank'><tt>step_predictor_retain</tt></a>,https://important.tidymodels.org/reference/step_predictor_retain.html,important
Supervised Feature Selection via Choosing the Top Predictors,step_predictor_best,<a href='https://important.tidymodels.org/reference/step_predictor_best.html' target='_blank'><tt>step_predictor_best</tt></a>,https://important.tidymodels.org/reference/step_predictor_best.html,important
Supervised Multivariate Feature Selection via Desirability Functions,step_predictor_desirability,<a href='https://important.tidymodels.org/reference/step_predictor_desirability.html' target='_blank'><tt>step_predictor_desirability</tt></a>,https://important.tidymodels.org/reference/step_predictor_desirability.html,important
Taxonomic clades feature generator,step_taxonomy,<a href='https://github.com/abichat/scimo' target='_blank'><tt>step_taxonomy</tt></a>,https://github.com/abichat/scimo,scimo
Tent Template Functions Vectorization of Persistent Homology,step_vpd_tent_template_functions,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_tent_template_functions</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Term frequency of Tokens,step_tf,<a href='https://textrecipes.tidymodels.org/reference/step_tf.html' target='_blank'><tt>step_tf</tt></a>,https://textrecipes.tidymodels.org/reference/step_tf.html,textrecipes
Term Frequency-Inverse Document Frequency of Tokens,step_tfidf,<a href='https://textrecipes.tidymodels.org/reference/step_tfidf.html' target='_blank'><tt>step_tfidf</tt></a>,https://textrecipes.tidymodels.org/reference/step_tfidf.html,textrecipes
Tidymodels recipe step for multicollinearity filtering,step_collinear,<a href='https://blasbenito.github.io/collinear/reference/step_collinear.html' target='_blank'><tt>step_collinear</tt></a>,https://blasbenito.github.io/collinear/reference/step_collinear.html,collinear
Time after Recurrent Date Time Event,step_date_after,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_date_after.html' target='_blank'><tt>step_date_after</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_date_after.html,extrasteps
Time before Recurrent Date Time Event,step_date_before,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_date_before.html' target='_blank'><tt>step_date_before</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_date_before.html,extrasteps
Time feature generator,step_time,<a href='https://recipes.tidymodels.org/reference/step_time.html' target='_blank'><tt>step_time</tt></a>,https://recipes.tidymodels.org/reference/step_time.html,recipes
Time Series Feature (Signature) Generator,step_timeseries_signature,<a href='https://business-science.github.io/timetk/reference/step_timeseries_signature.html' target='_blank'><tt>step_timeseries_signature</tt></a>,https://business-science.github.io/timetk/reference/step_timeseries_signature.html,timetk
Time to Nearest Recurrent Date Time Event,step_date_nearest,<a href='https://emilhvitfeldt.github.io/extrasteps/reference/step_date_nearest.html' target='_blank'><tt>step_date_nearest</tt></a>,https://emilhvitfeldt.github.io/extrasteps/reference/step_date_nearest.html,extrasteps
Tokenization of Character Variables,step_tokenize,<a href='https://textrecipes.tidymodels.org/reference/step_tokenize.html' target='_blank'><tt>step_tokenize</tt></a>,https://textrecipes.tidymodels.org/reference/step_tokenize.html,textrecipes
Tropical Coordinates Vectorization of Persistent Homology,step_vpd_tropical_coordinates,<a href='https://github.com/tdaverse/tdarec' target='_blank'><tt>step_vpd_tropical_coordinates</tt></a>,https://github.com/tdaverse/tdarec,tdarec
Truncated PCA Signal Extraction,step_pca_truncated,<a href='https://embed.tidymodels.org/reference/step_pca_truncated.html' target='_blank'><tt>step_pca_truncated</tt></a>,https://embed.tidymodels.org/reference/step_pca_truncated.html,embed
Under-Sampling by Cluster Centroids,step_cluster_centroids,<a href='https://themis.tidymodels.org/reference/step_cluster_centroids.html' target='_blank'><tt>step_cluster_centroids</tt></a>,https://themis.tidymodels.org/reference/step_cluster_centroids.html,themis
Untokenization of Token Variables,step_untokenize,<a href='https://textrecipes.tidymodels.org/reference/step_untokenize.html' target='_blank'><tt>step_untokenize</tt></a>,https://textrecipes.tidymodels.org/reference/step_untokenize.html,textrecipes
Up-Sample a Data Set Based on a Factor Variable,step_upsample,<a href='https://themis.tidymodels.org/reference/step_upsample.html' target='_blank'><tt>step_upsample</tt></a>,https://themis.tidymodels.org/reference/step_upsample.html,themis
Variable Selection by Filtering,step_sbf,<a href='https://brian-j-smith.github.io/MachineShop' target='_blank'><tt>step_sbf</tt></a>,https://brian-j-smith.github.io/MachineShop,MachineShop
Weight of evidence transformation,step_woe,<a href='https://embed.tidymodels.org/reference/step_woe.html' target='_blank'><tt>step_woe</tt></a>,https://embed.tidymodels.org/reference/step_woe.html,embed
Wordpiece Tokenization of Character Variables,step_tokenize_wordpiece,<a href='https://textrecipes.tidymodels.org/reference/step_tokenize_wordpiece.html' target='_blank'><tt>step_tokenize_wordpiece</tt></a>,https://textrecipes.tidymodels.org/reference/step_tokenize_wordpiece.html,textrecipes
Yeo-Johnson transformation,step_YeoJohnson,<a href='https://recipes.tidymodels.org/reference/step_YeoJohnson.html' target='_blank'><tt>step_YeoJohnson</tt></a>,https://recipes.tidymodels.org/reference/step_YeoJohnson.html,recipes
Zero variance filter,step_zv,<a href='https://recipes.tidymodels.org/reference/step_zv.html' target='_blank'><tt>step_zv</tt></a>,https://recipes.tidymodels.org/reference/step_zv.html,recipes
